,loss,dice_accuracy,val_loss,val_dice_accuracy
0,0.07551563531160355,0.6737391352653503,0.02138737216591835,0.7383027672767639
1,0.02789529785513878,0.695252537727356,0.019158905372023582,0.7548736333847046
2,0.021272914484143257,0.7429012060165405,0.014452909119427204,0.80495685338974
3,0.01912952959537506,0.7696900963783264,0.014113453216850758,0.8102335929870605
4,0.016135554760694504,0.7956867218017578,0.01538931392133236,0.7861388325691223
5,0.014876605942845345,0.8086313009262085,0.013734159991145134,0.8113523721694946
6,0.01369238831102848,0.8186960816383362,0.012635769322514534,0.8194865584373474
7,0.011947804130613804,0.8342437744140625,0.012597857043147087,0.8199644088745117
8,0.010721336118876934,0.8444275856018066,0.012511704117059708,0.8173764944076538
9,0.009231505915522575,0.8582083582878113,0.013246876187622547,0.8191577792167664
10,0.008616779930889606,0.8668482303619385,0.013449419289827347,0.8152663707733154
11,0.0072820452041924,0.8800961971282959,0.012539252638816833,0.8297264575958252
12,0.00693509029224515,0.8838507533073425,0.01275727991014719,0.8363107442855835
13,0.006603908259421587,0.888513445854187,0.013682293705642223,0.8306096792221069
14,0.006331092678010464,0.8926911950111389,0.014108723029494286,0.8231066465377808
15,0.006044709589332342,0.8961890339851379,0.013182254508137703,0.835344672203064
16,0.007048971485346556,0.8870594501495361,0.014982061460614204,0.820033609867096
17,0.005581086501479149,0.9063766002655029,0.012979275546967983,0.8412843346595764
18,0.00511394115164876,0.912420392036438,0.012951279059052467,0.84235018491745
19,0.0052492134273052216,0.9111292362213135,0.014404503628611565,0.8372452855110168
20,0.004977870732545853,0.915840744972229,0.014006749726831913,0.8324558138847351
21,0.004624635446816683,0.9226595759391785,0.01451199036091566,0.8367947340011597
22,0.0045183091424405575,0.9219418168067932,0.013394908979535103,0.8297920227050781
23,0.004527352284640074,0.922978401184082,0.014761066995561123,0.8328184485435486
24,0.004733818117529154,0.9185670018196106,0.015280533581972122,0.8204408288002014
25,0.009015955962240696,0.8834244608879089,0.013409743085503578,0.7963939309120178
26,0.00971705000847578,0.8544490337371826,0.0147057194262743,0.8327024579048157
27,0.005698290187865496,0.902885913848877,0.013138806447386742,0.832783579826355
28,0.004691102541983128,0.9198583960533142,0.0142405079677701,0.8359134197235107
29,0.004807927645742893,0.9197049736976624,0.014363138005137444,0.8345790505409241
30,0.004338725935667753,0.9261713624000549,0.014705216512084007,0.8373724222183228
31,0.0038949481677263975,0.9316767454147339,0.01591503992676735,0.8354823589324951
32,0.003885614452883601,0.9347155094146729,0.014247243292629719,0.8386813402175903
33,0.0036987450439482927,0.937368631362915,0.015390788204967976,0.8298463225364685
34,0.003644655691459775,0.9387179613113403,0.015682963654398918,0.8380847573280334
35,0.0036701106000691652,0.9381581544876099,0.015641162171959877,0.8286144733428955
36,0.0036206154618412256,0.9392765760421753,0.015469164587557316,0.8250876665115356
37,0.0035446463152766228,0.9405154585838318,0.01612033322453499,0.8242285847663879
38,0.0034867902286350727,0.940662682056427,0.015278974547982216,0.8266527652740479
39,0.00440596416592598,0.9257816076278687,0.014235864393413067,0.8248955607414246
40,0.0038877823390066624,0.9330960512161255,0.01471216231584549,0.8218226432800293
41,0.0035211085341870785,0.9401447772979736,0.0161130428314209,0.8290784358978271
42,0.003414084669202566,0.9429214000701904,0.016224980354309082,0.8327566385269165
43,0.00336343958042562,0.9442621469497681,0.018052441999316216,0.8293761610984802
44,0.0031776539981365204,0.94569331407547,0.016966454684734344,0.8348812460899353
45,0.003421633969992399,0.9423614144325256,0.016466200351715088,0.8217036724090576
46,0.006211481988430023,0.8992007970809937,0.01713947206735611,0.8001028895378113
47,0.004263106733560562,0.9299167394638062,0.016677839681506157,0.8345487713813782
48,0.0031849993392825127,0.9444462060928345,0.016827410086989403,0.8394197225570679
49,0.002948891604319215,0.9493545889854431,0.016515647992491722,0.8340193629264832
50,0.0028494081925600767,0.9518754482269287,0.016660336405038834,0.8338093757629395
51,0.0028165343683212996,0.9508407115936279,0.01695864088833332,0.8366711139678955
52,0.0027928962372243404,0.9515120983123779,0.017828352749347687,0.8302057385444641
53,0.0028266108129173517,0.9521229267120361,0.01790808141231537,0.8304355144500732
54,0.002799354726448655,0.9523621201515198,0.01698099821805954,0.831272542476654
55,0.002833334030583501,0.9514095783233643,0.01839764602482319,0.835404098033905
56,0.0028943903744220734,0.9507724046707153,0.018075913190841675,0.832497239112854
57,0.002793728606775403,0.9522167444229126,0.020697126165032387,0.8298730850219727
58,0.0030126385390758514,0.9491754770278931,0.01793333701789379,0.8267090916633606
59,0.002818681299686432,0.9527150392532349,0.017497092485427856,0.8321520090103149
