,loss,dice_coef,val_loss,val_dice_coef
0,1.2617355585098267,0.2851415276527405,1.1805012226104736,0.3074537217617035
1,1.0245932340621948,0.36192747950553894,1.7332253456115723,0.19123215973377228
2,0.8239120841026306,0.45687755942344666,1.0437334775924683,0.46642324328422546
3,0.6818491220474243,0.5094660520553589,0.6481178998947144,0.5266373157501221
4,0.5407862067222595,0.5960835218429565,1.4375944137573242,0.5532152652740479
5,0.4235648512840271,0.6694404482841492,0.37104663252830505,0.6959190368652344
6,0.35219648480415344,0.7178359031677246,0.31191501021385193,0.7405338883399963
7,0.2975432276725769,0.7579931020736694,0.26464709639549255,0.778846263885498
8,0.25095707178115845,0.7930998206138611,0.22580654919147491,0.8055804371833801
9,0.21430577337741852,0.8212721943855286,0.1953517496585846,0.8304324150085449
10,0.1894802749156952,0.8429243564605713,0.178170844912529,0.8777192234992981
11,0.16575007140636444,0.8626444935798645,0.14800158143043518,0.8716455698013306
12,0.1517697423696518,0.8763009309768677,0.1471177488565445,0.8770613074302673
13,0.13005101680755615,0.8918512463569641,0.1350450962781906,0.8959500193595886
14,0.1216324120759964,0.900999903678894,0.10540969669818878,0.9101923108100891
15,0.10439861565828323,0.9138379096984863,0.0949685201048851,0.9195857048034668
16,0.09764954447746277,0.9212339520454407,0.0838720053434372,0.9290781021118164
17,0.08564060926437378,0.9304383397102356,0.07610571384429932,0.934622585773468
18,0.07893873751163483,0.9366216063499451,0.09370758384466171,0.9375231862068176
19,0.08059106022119522,0.9390968680381775,0.06645143032073975,0.9450159072875977
20,0.06976089626550674,0.9456787109375,0.06192348152399063,0.9484394788742065
21,0.06116790324449539,0.9514725208282471,0.05524991452693939,0.9552024602890015
22,0.05664801597595215,0.9558523893356323,0.05046563595533371,0.959981381893158
23,0.05344955623149872,0.9589623212814331,0.04847617819905281,0.9621056318283081
24,0.05073578655719757,0.9616408348083496,0.045043475925922394,0.9657935500144958
25,0.045450471341609955,0.9653638005256653,0.041996438056230545,0.9677034020423889
26,0.04280814528465271,0.9678347110748291,0.04176865518093109,0.9678080677986145
27,0.039601296186447144,0.970277726650238,0.038001395761966705,0.971003532409668
28,0.03805059567093849,0.972108006477356,0.04153693467378616,0.969318687915802
29,0.03957720845937729,0.9726595282554626,0.03421967104077339,0.9762294888496399
